date,routine,category,exercise,sets,reps,volume,one_rep_max
2017-10-20,,Chest,Flat Barbell Bench Press,8,35,6665.0,239
2017-10-20,,Back,Lat Pulldown Pronated,7,35,6750.0,245
2017-10-25,,Shoulders,Incline Dumbbell Press Yoga Ball,6,60,2800.0,66
2017-10-25,,Back,Pull Up,6,28,1120.0,64
2017-10-26,,Cooldown,Cooldown And Stretch,1,1,1.0,1
2017-10-26,,Chest,Flat Barbell Bench Press,8,30,5815.0,245
2017-10-26,,Back,Lat Pulldown Pronated,8,38,8180.0,268
2017-10-30,,Abs,Undefined Ab Workout,1,1,1.0,1
2017-11-03,,Chest,Flat Barbell Bench Press,5,15,2625.0,225
2017-11-03,,Back,Pull Up,5,23,880.0,70
2017-11-06,,Abs,Undefined Ab Workout,1,1,1.0,1
2017-11-08,,Cooldown,Cooldown And Stretch,1,1,1.0,1
2017-11-08,,Shoulders,Incline Dumbbell Press Yoga Ball,6,60,3000.0,73
2017-11-08,,Back,Pull Up,7,34,1525.0,70
2017-11-10,,Cooldown,Cooldown And Stretch,1,1,1.0,1
2017-11-10,,Chest,Flat Barbell Bench Press,6,27,4965.0,239
2017-11-10,,Back,Lat Pulldown Pronated,6,35,7450.0,291
2017-11-13,,Cooldown,Cooldown And Stretch,1,1,1.0,1
2017-11-13,,Abs,Undefined Ab Workout,1,1,1.0,1
2017-11-16,,Shoulders,Incline Dumbbell Press Yoga Ball,4,40,2000.0,73
2017-11-16,,Back,Pull Up,4,20,730.0,70
2017-11-17,,Chest,Flat Barbell Bench Press,6,27,4965.0,239
2017-11-17,,Back,Lat Pulldown Pronated,6,35,7450.0,291
2017-11-29,,Chest,Flat Barbell Bench Press,3,18,2830.0,215
2017-11-29,,Back,Lat Pulldown Pronated,3,15,2550.0,198
2017-12-08,,Cooldown,Cooldown And Stretch,1,1,1.0,1
2017-12-08,,Chest,Flat Barbell Bench Press,8,41,7335.0,227
2017-12-08,,Back,Lat Pulldown Pronated,7,50,9400.0,240
2017-12-11,,Cooldown,Cooldown And Stretch,1,1,1.0,1
2017-12-19,,Cooldown,Cooldown And Stretch,1,1,1.0,1
2017-12-19,,Chest,Flat Barbell Bench Press,4,23,3830.0,233
2017-12-19,,Back,Lat Pulldown Pronated,7,62,11620.0,253
2017-12-20,,Cooldown,Cooldown And Stretch,1,1,1.0,1
2017-12-20,,Chest,Flat Barbell Bench Press,6,28,5055.0,233
2017-12-20,,Back,Lat Pulldown Pronated,6,58,10860.0,253
2017-12-21,,Cooldown,Cooldown And Stretch,1,1,1.0,1
2017-12-21,,Abs,Undefined Ab Workout,1,1,1.0,1
2017-12-27,,Cooldown,Cooldown And Stretch,1,1,1.0,1
2017-12-27,,Chest,Flat Barbell Bench Press,6,28,5055.0,233
2017-12-27,,Back,Lat Pulldown Pronated,5,31,6030.0,245
2017-12-28,,Cooldown,Cooldown And Stretch,1,1,1.0,1
2017-12-28,,Shoulders,Incline Dumbbell Press Yoga Ball,6,60,3100.0,73
2017-12-28,,Back,Pull Up,6,65,65.0,1
2018-01-01,,Legs,Barbell Squat,4,40,6000.0,206
2018-01-01,,Legs,Dumbbell Lunges,3,30,1350.0,60
2018-01-01,,Legs,Leg Press,3,30,7150.0,326
2018-01-03,,Cooldown,Cooldown And Stretch,1,1,1.0,1
2018-01-03,,Chest,Flat Barbell Bench Press,6,45,7025.0,213
2018-01-03,,Chest,Incline Dumbbell Bench Press,4,48,1680.0,49
2018-01-03,,Chest,Incline Hammer Strength Chest Press,1,12,1080.0,126
2018-01-03,,Chest,Pec Dec,1,15,1950.0,195
2018-01-04,,Cooldown,Cooldown And Stretch,1,1,1.0,1
2018-01-04,,Back,Dumbbell Row,4,48,2400.0,70
2018-01-04,,Back,Hammer Strength Row,4,40,4600.0,173
2018-01-04,,Back,Lat Pulldown,1,15,1200.0,120
2018-01-04,,Back,Pull Up,6,49,840.0,33
2018-01-08,,Cooldown,Cooldown And Stretch,1,1,1.0,1
2018-01-08,,Shoulders,Dumbbell Shoulder Press,3,45,1125.0,45
2018-01-08,,Chest,Flat Barbell Bench Press,5,45,7275.0,220
2018-01-08,,Shoulders,Front Dumbbell Raise,3,45,450.0,15
2018-01-08,,Chest,Incline Dumbbell Bench Press,4,48,1920.0,56
2018-01-08,,Shoulders,Lateral Dumbbell Raise,3,45,450.0,15
2018-01-08,,Chest,Pec Dec,3,36,4980.0,196
2018-01-11,,Back,Dumbbell Row,2,24,1320.0,77
2018-01-11,,Back,Pull Up,7,50,1110.0,40
2018-01-19,,Cooldown,Cooldown And Stretch,1,1,1.0,1
2018-01-19,,Shoulders,Dumbbell Shoulder Press,3,45,1125.0,45
2018-01-19,,Chest,Flat Barbell Bench Press,5,50,7950.0,220
2018-01-19,,Shoulders,Front Dumbbell Raise,3,45,450.0,15
2018-01-19,,Chest,Incline Dumbbell Bench Press,4,48,1920.0,56
2018-01-19,,Shoulders,Lateral Dumbbell Raise,3,45,450.0,15
2018-01-19,,Chest,Pec Dec,3,32,4440.0,203
2018-01-22,,Legs,Barbell Squat,4,40,6000.0,206
2018-01-22,,Cooldown,Cooldown And Stretch,1,1,1.0,1
2018-01-22,,Legs,Dumbbell Lunges,3,30,1350.0,60
2018-01-22,,Legs,Leg Press,3,30,7950.0,353
2018-01-23,,Back,Dumbbell Row,3,24,1320.0,69
2018-01-23,,Back,Pull Up,5,28,460.0,29
2018-01-24,,Cooldown,Cooldown And Stretch,1,1,1.0,1
2018-01-24,,Abs,Undefined Ab Workout,1,1,1.0,1
2018-01-26,,Chest,Flat Barbell Bench Press,5,29,4675.0,204
2018-01-26,,Chest,Incline Dumbbell Bench Press,4,48,2160.0,63
2018-01-26,,Chest,Pec Dec,3,16,1880.0,152
2018-01-29,,Legs,Barbell Plie Squat,3,24,3240.0,171
2018-01-29,,Back,Deadlift,5,28,6080.0,291
2018-01-29,,Legs,Stiff-Legged Dumbbell Deadlift,4,32,1600.0,63
2018-01-30,,Chest,Close Grip Dip,3,24,24.0,1
2018-01-30,,Cooldown,Cooldown And Stretch,1,1,1.0,1
2018-01-30,,Back,Dumbbell Hammer Curl,3,24,480.0,25
2018-01-30,,Back,Dumbbell Row,4,32,1760.0,69
2018-01-30,,Back,Pull Up,5,28,502.5,34
2018-02-01,,Chest,Flat Barbell Bench Press,7,38,6230.0,204
2018-02-01,,Chest,Incline Dumbbell Bench Press,4,48,2220.0,70
2018-02-01,,Chest,Pec Dec,3,24,3000.0,158
2018-02-02,,Legs,Barbell Squat,4,40,6300.0,220
2018-02-02,,Legs,Leg Press,3,30,7950.0,353
2018-02-05,,Cooldown,Cooldown And Stretch,1,1,1.0,1
2018-02-05,,Back,Dumbbell Row,4,32,1920.0,76
2018-02-05,,Back,Lat Pulldown,1,4,480.0,136
2018-02-05,,Back,Pull Up,6,32,575.0,35
2018-02-09,,Cooldown,Cooldown And Stretch,1,1,1.0,1
2018-02-09,,Chest,Flat Barbell Bench Press,8,38,6460.0,210
2018-02-09,,Chest,Pec Dec,1,8,1040.0,164
2018-02-13,,Legs,Barbell Squat,4,40,6300.0,220
2018-02-13,,Legs,Dumbbell Lunges,3,30,1350.0,60
2018-02-13,,Legs,Leg Press,3,30,7950.0,353
2018-02-19,,Back,Cable Curl,3,24,1360.0,76
2018-02-19,,Chest,Close Grip Dip,3,24,24.0,1
2018-02-19,,Cooldown,Cooldown And Stretch,1,1,1.0,1
2018-02-19,,Back,Dumbbell Hammer Curl,3,24,520.0,31
2018-02-19,,Back,Dumbbell Row,4,32,1920.0,76
2018-02-19,,Back,Hammer Strength Row,3,24,3120.0,164
2018-02-19,,Back,Lat Pulldown,3,24,2880.0,152
2018-02-19,,Back,Pull Up,6,34,632.5,35
2018-02-19,,Chest,Rope Push Down,3,24,2320.0,126
2018-02-20,,Chest,Flat Barbell Bench Press,8,38,6600.0,215
2018-02-20,,Chest,Incline Dumbbell Bench Press,4,47,2115.0,63
2018-02-20,,Chest,Pec Dec,3,18,2340.0,164
2018-02-26,,Cooldown,Cooldown And Stretch,1,1,1.0,1
2018-02-26,,Back,Dumbbell Row,3,24,1560.0,82
2018-02-26,,Back,Pull Up,6,35,685.0,35
2018-02-27,,Cooldown,Cooldown And Stretch,1,1,1.0,1
2018-02-27,,Chest,Flat Barbell Bench Press,8,41,7130.0,221
2018-02-28,,Legs,Barbell Squat,6,35,5525.0,198
2018-02-28,,Legs,Dumbbell Lunges,3,30,1350.0,60
2018-02-28,,Legs,Leg Press,3,30,7950.0,353
2018-03-05,,Back,Pull Up,7,36,752.5,37
2018-03-06,,Chest,Flat Barbell Bench Press,8,41,7205.0,227
2018-03-12,,Cooldown,Cooldown And Stretch,1,1,1.0,1
2018-03-12,,Back,Pull Up,9,41,945.0,40
2018-03-15,,Shoulders,Dumbbell Shoulder Press,3,45,1125.0,45
2018-03-15,,Chest,Flat Barbell Bench Press,8,40,7060.0,227
2018-03-15,,Shoulders,Front Dumbbell Raise,3,45,450.0,15
2018-03-15,,Chest,Incline Dumbbell Bench Press,4,48,2160.0,63
2018-03-15,,Chest,Incline Hammer Strength Chest Press,3,45,1350.0,135
2018-03-15,,Shoulders,Lateral Dumbbell Raise,3,45,450.0,15
2018-03-15,,Chest,Pec Dec,3,36,4680.0,182
2018-03-19,,Cooldown,Cooldown And Stretch,1,1,1.0,1
2018-03-19,,Back,Dumbbell Row,2,16,1040.0,82
2018-03-19,,Back,Pull Up,8,44,1075.0,40
2018-03-20,,Chest,Flat Barbell Bench Press,8,40,7190.0,233
2018-03-21,,Legs,Barbell Squat,5,30,4675.0,198
2018-03-21,,Legs,Dumbbell Lunges,3,30,1350.0,60
2018-03-21,,Legs,Leg Press,3,30,7950.0,353
2018-03-26,,Cooldown,Cooldown And Stretch,1,1,1.0,1
2018-03-26,,Back,Dumbbell Row,3,22,1430.0,82
2018-03-26,,Back,Pull Up,8,40,935.0,40
2018-03-27,,Chest,Flat Barbell Bench Press,8,40,7040.0,233
2018-03-30,,Legs,Barbell Squat,7,38,6230.0,204
2018-03-30,,Legs,Leg Extension Machine,3,15,1950.0,151
2018-03-30,,Legs,Leg Press,3,30,8550.0,380
2018-03-30,,Legs,Lying Leg Curl Machine,3,25,900.0,105
2018-03-30,,Legs,Seated Calf Raise Machine,3,60,5400.0,150
2018-04-03,,Cooldown,Cooldown And Stretch,1,1,1.0,1
2018-04-03,,Back,Pull Up,6,51,51.0,1
2018-04-04,,Chest,Flat Barbell Bench Press,7,37,6595.0,233
2018-04-09,,Back,Cable Curl,3,36,2040.0,84
2018-04-09,,Chest,Close Grip Dip,3,36,36.0,1
2018-04-09,,Back,Dumbbell Hammer Curl,3,36,780.0,35
2018-04-09,,Back,Dumbbell Row,4,31,1975.0,82
2018-04-09,,Back,Hammer Strength Row,4,40,5200.0,173
2018-04-09,,Back,Pull Up,9,44,841.0,40
2018-04-09,,Chest,Rope Push Down,3,36,3480.0,140
2018-04-10,,Cooldown,Cooldown And Stretch,1,1,1.0,1
2018-04-10,,Chest,Flat Barbell Bench Press,9,35,6105.0,226
2018-04-10,,Chest,Pec Dec,4,23,3030.0,171
2018-04-16,,Back,Dumbbell Row,4,29,1885.0,82
2018-04-16,,Back,Pull Up,9,46,872.0,40
2018-04-18,,Shoulders,Dumbbell Shoulder Press,3,45,1125.0,45
2018-04-18,,Chest,Flat Barbell Bench Press,8,33,5850.0,239
2018-04-18,,Shoulders,Front Dumbbell Raise,3,45,450.0,15
2018-04-18,,Chest,Incline Dumbbell Bench Press,4,48,2160.0,63
2018-04-18,,Chest,Incline Hammer Strength Chest Press,3,45,1350.0,135
2018-04-18,,Shoulders,Lateral Dumbbell Raise,3,45,450.0,15
2018-04-18,,Chest,Pec Dec,3,36,4740.0,189
2018-04-19,,Legs,Barbell Squat,3,24,3720.0,221
2018-04-20,,Abs,Undefined Ab Workout,1,1,1.0,1
2018-04-24,,Cooldown,Cooldown And Stretch,1,1,1.0,1
2018-04-24,,Back,Dumbbell Row,4,23,1610.0,86
2018-04-24,,Back,Lat Pulldown,3,21,2860.0,177
2018-04-24,,Back,Pull Up,10,68,68.0,1
2018-04-25,,Cooldown,Cooldown And Stretch,1,1,1.0,1
2018-04-25,,Chest,Flat Barbell Bench Press,6,31,5435.0,239
2018-04-25,,Chest,Pec Dec,2,16,2240.0,177
2018-05-01,,Cooldown,Cooldown And Stretch,1,1,1.0,1
2018-05-01,,Back,Dumbbell Row,4,26,1820.0,88
2018-05-01,,Back,Pull Up,8,56,56.0,1
2018-05-02,,Chest,Flat Barbell Bench Press,6,26,4475.0,232
2018-05-02,,Chest,Pec Dec,5,30,4350.0,183
2018-05-04,,Cooldown,Cooldown And Stretch,1,1,1.0,1
2018-05-04,,Abs,Undefined Ab Workout,1,1,1.0,1
2018-05-07,,Back,Dumbbell Row,4,25,1750.0,88
2018-05-07,,Back,Pull Up,11,74,74.0,1
2018-05-09,,Abs,Undefined Ab Workout,1,1,1.0,1
2018-05-14,,Back,Lat Pulldown,3,30,4200.0,186
2018-05-14,,Back,Pull Up,11,80,80.0,1
2018-05-18,Princess Diana Gains Guide,Chest,Decline Cable Fly,3,24,640.0,101
2018-05-18,Princess Diana Gains Guide,Chest,Decline Dumbbell Bench Press,4,40,2050.0,80
2018-05-18,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,4,40,675.0,33
2018-05-18,Princess Diana Gains Guide,Chest,Flat Barbell Bench Press,3,24,2280.0,120
2018-05-18,Princess Diana Gains Guide,Chest,Incline Pushup,3,6,6.0,1
2018-05-18,Princess Diana Gains Guide,Chest,Lower Chest Bracket Pushups,4,35,35.0,1
2018-05-18,Princess Diana Gains Guide,Chest,Single Arm Hammer Strength Press,3,18,325.0,31
2018-05-21,,Back,Cable Curl,3,24,1440.0,88
2018-05-21,Princess Diana Gains Guide,Cooldown,Cooldown And Stretch,1,1,1.0,1
2018-05-21,,Back,Dumbbell Row,4,23,1380.0,76
2018-05-21,,Back,Lat Pulldown,3,30,3000.0,133
2018-05-21,,Back,Pull Up,12,84,84.0,1
2018-05-23,Princess Diana Gains Guide,Chest,Decline Cable Fly,3,19,1235.0,117
2018-05-23,Princess Diana Gains Guide,Chest,Decline Dumbbell Bench Press,4,40,2100.0,80
2018-05-23,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,4,40,700.0,33
2018-05-23,Princess Diana Gains Guide,Chest,Flat Barbell Bench Press,3,25,2375.0,126
2018-05-23,Princess Diana Gains Guide,Chest,Incline Pushup,3,6,6.0,1
2018-05-23,Princess Diana Gains Guide,Chest,Lower Chest Bracket Pushups,4,38,38.0,1
2018-05-23,Princess Diana Gains Guide,Chest,Single Arm Hammer Strength Press,3,18,325.0,31
2018-05-29,,Back,Dumbbell Hammer Curl,3,20,560.0,36
2018-05-29,,Back,Dumbbell Row,4,24,1440.0,76
2018-05-29,,Back,Lat Pulldown,4,24,2880.0,152
2018-05-29,,Back,Pull Up,8,28,28.0,1
2018-05-30,,Abs,Undefined Ab Workout,1,1,1.0,1
2018-05-31,Princess Diana Gains Guide,Chest,Decline Cable Fly,3,15,475.0,110
2018-05-31,Princess Diana Gains Guide,Chest,Decline Dumbbell Bench Press,4,40,2100.0,80
2018-05-31,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,4,40,900.0,33
2018-05-31,Princess Diana Gains Guide,Chest,Flat Barbell Bench Press,3,30,950.0,126
2018-05-31,Princess Diana Gains Guide,Chest,Incline Pushup,3,7,5.0,1
2018-05-31,Princess Diana Gains Guide,Chest,Lower Chest Bracket Pushups,4,35,35.0,1
2018-05-31,Princess Diana Gains Guide,Chest,Single Arm Hammer Strength Press,3,15,125.0,29
2018-06-01,,Legs,Barbell Squat,6,60,9500.0,233
2018-06-04,,Back,Dumbbell Hammer Curl,3,20,600.0,38
2018-06-04,,Back,Lat Pulldown,5,32,4240.0,177
2018-06-04,,Back,Pull Up,8,37,37.0,1
2018-06-08,Princess Diana Gains Guide,Chest,Decline Cable Fly,3,18,1710.0,120
2018-06-08,Princess Diana Gains Guide,Chest,Decline Dumbbell Bench Press,4,40,2100.0,80
2018-06-08,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,4,40,900.0,33
2018-06-08,Princess Diana Gains Guide,Chest,Lower Chest Bracket Pushups,4,37,37.0,1
2018-06-12,,Back,Lat Pulldown,1,8,1200.0,190
2018-06-12,,Back,Pull Up,7,30,30.0,1
2018-06-13,Princess Diana Gains Guide,Cooldown,Cooldown And Stretch,1,1,1.0,1
2018-06-13,,Abs,Undefined Ab Workout,1,1,1.0,1
2018-06-14,Princess Diana Gains Guide,Chest,Decline Cable Fly,3,19,1805.0,117
2018-06-14,Princess Diana Gains Guide,Chest,Decline Dumbbell Bench Press,4,40,2100.0,80
2018-06-14,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,4,40,900.0,33
2018-06-14,Princess Diana Gains Guide,Chest,Flat Barbell Bench Press,3,29,2755.0,126
2018-06-14,Princess Diana Gains Guide,Chest,Incline Pushup,3,8,8.0,1
2018-06-14,Princess Diana Gains Guide,Chest,Lower Chest Bracket Pushups,4,36,36.0,1
2018-06-14,Princess Diana Gains Guide,Chest,Single Arm Hammer Strength Press,3,19,475.0,30
2018-06-15,,Legs,Barbell Squat,4,36,5700.0,246
2018-06-18,,Back,Cable Curl,3,30,2400.0,120
2018-06-18,Princess Diana Gains Guide,Cooldown,Cooldown And Stretch,1,1,1.0,1
2018-06-18,,Back,Dumbbell Hammer Curl,3,24,720.0,40
2018-06-18,,Back,Lat Pulldown,3,24,3600.0,190
2018-06-18,,Back,Pull Up,7,34,34.0,1
2018-06-20,Princess Diana Gains Guide,Chest,Decline Dumbbell Bench Press,3,30,900.0,66
2018-06-20,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,3,30,150.0,20
2018-06-20,Princess Diana Gains Guide,Chest,Lower Chest Bracket Pushups,3,30,10.0,1
2018-06-22,Princess Diana Gains Guide,Chest,Decline Dumbbell Bench Press,4,40,2100.0,80
2018-06-22,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,4,40,900.0,33
2018-06-22,Princess Diana Gains Guide,Chest,Flat Barbell Bench Press,3,30,2850.0,126
2018-06-22,Princess Diana Gains Guide,Chest,Incline Pushup,3,6,6.0,1
2018-06-22,Princess Diana Gains Guide,Chest,Lower Chest Bracket Pushups,4,40,40.0,1
2018-06-22,Princess Diana Gains Guide,Chest,Single Arm Hammer Strength Press,3,23,575.0,31
2018-06-26,,Back,Lat Pulldown,3,24,3600.0,190
2018-06-26,,Back,Pull Up,7,36,36.0,1
2018-06-27,Princess Diana Gains Guide,Chest,Decline Cable Fly,3,15,475.0,110
2018-06-27,Princess Diana Gains Guide,Chest,Decline Dumbbell Bench Press,4,40,2100.0,80
2018-06-27,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,4,40,1050.0,40
2018-06-27,Princess Diana Gains Guide,Chest,Flat Barbell Bench Press,3,30,1900.0,126
2018-06-27,Princess Diana Gains Guide,Chest,Incline Pushup,3,17,12.0,1
2018-06-27,Princess Diana Gains Guide,Chest,Lower Chest Bracket Pushups,4,40,40.0,1
2018-06-27,Princess Diana Gains Guide,Chest,Single Arm Hammer Strength Press,3,9,75.0,27
2018-07-03,,Back,Barbell Row,3,30,1950.0,86
2018-07-03,Princess Diana Gains Guide,Cooldown,Cooldown And Stretch,1,1,1.0,1
2018-07-03,,Back,Dumbbell Row,3,30,1500.0,66
2018-07-03,,Back,Lat Pulldown Pronated,3,26,4220.0,226
2018-07-03,,Back,Pull Up,4,17,17.0,1
2018-07-03,,Back,Single Arm Cable Pulldown,3,30,2850.0,126
2018-07-03,,Back,Single-Arm T-Bar Row,3,30,450.0,20
2018-07-04,Princess Diana Gains Guide,Chest,Close Grip Dip,1,15,15.0,1
2018-07-04,Princess Diana Gains Guide,Cooldown,Cooldown And Stretch,1,1,1.0,1
2018-07-04,Princess Diana Gains Guide,Chest,Decline Cable Fly,3,28,2660.0,126
2018-07-04,Princess Diana Gains Guide,Chest,Decline Dumbbell Bench Press,4,40,2150.0,86
2018-07-04,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,4,40,1050.0,40
2018-07-04,Princess Diana Gains Guide,Chest,Flat Barbell Bench Press,3,25,2875.0,153
2018-07-04,Princess Diana Gains Guide,Chest,Incline Pushup,3,12,12.0,1
2018-07-04,Princess Diana Gains Guide,Chest,Lower Chest Bracket Pushups,4,40,40.0,1
2018-07-04,Princess Diana Gains Guide,Chest,Single Arm Hammer Strength Press,3,19,570.0,37
2018-07-09,,Back,Dumbbell Hammer Curl,2,16,480.0,38
2018-07-09,,Back,Dumbbell Row,4,31,1820.0,76
2018-07-09,,Back,Lat Pulldown,3,24,3600.0,190
2018-07-09,,Back,Pull Up,7,35,35.0,1
2018-07-12,Princess Diana Gains Guide,Chest,Decline Dumbbell Bench Press,4,40,2300.0,86
2018-07-12,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,4,40,1050.0,40
2018-07-12,Princess Diana Gains Guide,Chest,Flat Barbell Bench Press,3,30,1150.0,153
2018-07-12,Princess Diana Gains Guide,Chest,Incline Pushup,3,18,6.0,1
2018-07-12,Princess Diana Gains Guide,Chest,Lower Chest Bracket Pushups,4,40,40.0,1
2018-07-12,Princess Diana Gains Guide,Chest,Single Arm Hammer Strength Press,3,15,175.0,40
2018-07-17,,Back,Dumbbell Hammer Curl,3,19,610.0,44
2018-07-17,,Back,Dumbbell Row,4,32,1920.0,76
2018-07-17,,Back,Lat Pulldown,3,24,3600.0,190
2018-07-17,,Back,Pull Up,7,37,37.0,1
2018-07-19,Princess Diana Gains Guide,Chest,Decline Cable Fly,3,23,2380.0,135
2018-07-19,Princess Diana Gains Guide,Chest,Decline Dumbbell Bench Press,4,40,2400.0,86
2018-07-19,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,4,40,1050.0,40
2018-07-19,Princess Diana Gains Guide,Chest,Flat Barbell Bench Press,3,21,2835.0,180
2018-07-19,Princess Diana Gains Guide,Chest,Incline Pushup,3,9,9.0,1
2018-07-19,Princess Diana Gains Guide,Chest,Lower Chest Bracket Pushups,4,40,40.0,1
2018-07-19,Princess Diana Gains Guide,Chest,Single Arm Hammer Strength Press,3,17,510.0,38
2018-07-25,Princess Diana Gains Guide,Chest,Decline Cable Fly,3,26,2860.0,146
2018-07-25,Princess Diana Gains Guide,Chest,Decline Dumbbell Bench Press,4,40,2450.0,93
2018-07-25,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,4,40,1100.0,40
2018-07-25,Princess Diana Gains Guide,Chest,Flat Barbell Bench Press,3,21,2835.0,180
2018-07-25,Princess Diana Gains Guide,Chest,Incline Pushup,3,7,7.0,1
2018-07-25,Princess Diana Gains Guide,Chest,Lower Chest Bracket Pushups,4,40,40.0,1
2018-07-25,Princess Diana Gains Guide,Chest,Single Arm Hammer Strength Press,3,14,420.0,35
2018-08-02,,Back,Pull Up,5,31,31.0,1
2018-08-03,Princess Diana Gains Guide,Chest,Decline Dumbbell Bench Press,4,40,2400.0,86
2018-08-03,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,4,40,1100.0,40
2018-08-03,Princess Diana Gains Guide,Chest,Flat Barbell Bench Press,3,24,1080.0,171
2018-08-03,Princess Diana Gains Guide,Chest,Incline Pushup,3,3,1.0,1
2018-08-03,Princess Diana Gains Guide,Chest,Lower Chest Bracket Pushups,4,33,33.0,1
2018-08-04,Princess Diana Gains Guide,Abs,Ab-Wheel Rollout Side-Side-Front,3,30,20.0,1
2018-08-04,Princess Diana Gains Guide,Abs,Decline Oblique Chops,3,30,20.0,1
2018-08-04,Princess Diana Gains Guide,Abs,Med Ball Spread Eagles,3,30,20.0,1
2018-08-07,Princess Diana Gains Guide,Abs,Ab-Wheel Rollout Side-Side-Front,3,30,20.0,1
2018-08-07,Princess Diana Gains Guide,Abs,Decline Oblique Chops,3,30,20.0,1
2018-08-07,Princess Diana Gains Guide,Abs,Med Ball Spread Eagles,3,30,20.0,1
2018-08-08,,Back,Dumbbell Row,4,28,1820.0,82
2018-08-08,,Back,Pull Up,6,33,33.0,1
2018-08-10,Princess Diana Gains Guide,Chest,Decline Cable Fly,3,20,2200.0,146
2018-08-10,Princess Diana Gains Guide,Chest,Decline Dumbbell Bench Press,4,40,2400.0,86
2018-08-10,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,4,40,1150.0,46
2018-08-10,Princess Diana Gains Guide,Chest,Flat Barbell Bench Press,3,23,3105.0,175
2018-08-10,Princess Diana Gains Guide,Chest,Incline Pushup,3,15,15.0,1
2018-08-10,Princess Diana Gains Guide,Chest,Lower Chest Bracket Pushups,5,40,40.0,1
2018-08-10,Princess Diana Gains Guide,Chest,Single Arm Hammer Strength Press,3,15,450.0,36
2018-08-22,Princess Diana Gains Guide,Chest,Decline Dumbbell Bench Press,4,40,2400.0,86
2018-08-22,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,4,40,1100.0,40
2018-08-22,Princess Diana Gains Guide,Chest,Flat Barbell Bench Press,3,21,945.0,166
2018-08-22,Princess Diana Gains Guide,Chest,Incline Pushup,3,9,3.0,1
2018-08-22,Princess Diana Gains Guide,Chest,Lower Chest Bracket Pushups,4,40,40.0,1
2018-08-22,Princess Diana Gains Guide,Chest,Single Arm Hammer Strength Press,3,24,240.0,38
2018-08-23,Princess Diana Gains Guide,Abs,Ab-Wheel Rollout Side-Side-Front,3,30,30.0,1
2018-08-23,Princess Diana Gains Guide,Abs,Decline Oblique Chops,3,30,30.0,1
2018-08-23,Princess Diana Gains Guide,Abs,Med Ball Spread Eagles,3,30,30.0,1
2018-08-24,,Back,Decline Dumbbell Hammer Curls,2,8,240.0,34
2018-08-24,,Back,Dumbbell Row,4,29,1990.0,88
2018-08-24,,Back,Lat Pulldown,3,19,2850.0,190
2018-08-24,,Back,Pull Up,6,32,32.0,1
2018-08-28,Princess Diana Gains Guide,Abs,Ab-Wheel Rollout Side-Side-Front,3,30,30.0,1
2018-08-28,Princess Diana Gains Guide,Abs,Decline Oblique Chops,3,30,30.0,1
2018-08-28,Princess Diana Gains Guide,Abs,Med Ball Spread Eagles,3,30,30.0,1
2018-08-30,Princess Diana Gains Guide,Chest,Decline Dumbbell Bench Press,4,38,2360.0,93
2018-08-30,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,4,40,1100.0,40
2018-08-30,Princess Diana Gains Guide,Chest,Flat Barbell Bench Press,3,14,1350.0,162
2018-08-30,Princess Diana Gains Guide,Chest,Incline Pushup,3,9,5.0,1
2018-08-30,Princess Diana Gains Guide,Chest,Lower Chest Bracket Pushups,5,40,40.0,1
2018-08-30,Princess Diana Gains Guide,Chest,Single Arm Hammer Strength Press,3,12,270.0,36
2018-09-01,,Back,Decline Dumbbell Hammer Curls,3,13,405.0,38
2018-09-01,,Back,Dumbbell Row,4,28,1920.0,88
2018-09-01,,Back,Lat Pulldown,3,14,2100.0,190
2018-09-01,,Back,Pull Up,6,30,30.0,1
2018-09-04,Princess Diana Gains Guide,Chest,Decline Cable Fly,5,27,3225.0,150
2018-09-04,Princess Diana Gains Guide,Chest,Decline Dumbbell Bench Press,4,40,2600.0,100
2018-09-04,Princess Diana Gains Guide,Chest,Decline Dumbbell Fly,4,40,1100.0,40
2018-09-04,Princess Diana Gains Guide,Chest,Flat Barbell Bench Press,3,14,1890.0,162
2018-09-04,Princess Diana Gains Guide,Chest,Incline Pushup,3,5,5.0,1
2018-09-04,Princess Diana Gains Guide,Chest,Lower Chest Bracket Pushups,9,40,40.0,1
2018-09-04,Princess Diana Gains Guide,Chest,Single Arm Hammer Strength Press,3,12,360.0,35
2018-09-05,,Back,Dumbbell Row,2,12,860.0,88
2018-09-05,,Back,Pull Up,6,32,32.0,1
